Owned_Name,Owned_Type,Date,Price,Currency,Principal_Factor
Agilent Technologies,Stock,7/6/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/6/2020,240.0,USD,-
Alphabet Inc. Class                  A,Stock,7/6/2020,1499.65,USD,-
Amgen Inc.,Stock,7/6/2020,256.25,USD,-
Apple Inc,Stock,7/6/2020,373.85,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/6/2020,1122.9122,USD,1
Bank Of America Corp,Stock,7/6/2020,23.66,USD,-
Becton Dickinson&co,Stock,7/6/2020,250.47,USD,-
BlackRock Inc,Stock,7/6/2020,557.55,USD,-
Borgwarner Inc Com,Stock,7/6/2020,0.0,USD,-
Boston Scientific Co,Stock,7/6/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/6/2020,0.0,USD,-
Broadcom Inc,Stock,7/6/2020,0.0,USD,-
Cash,Cash,7/6/2020,1.0,USD,-
Cerner Corp,Stock,7/6/2020,71.11,USD,-
Change Healthcare Inc,Stock,7/6/2020,10.97,USD,-
Charles Schwab Corp,Stock,7/6/2020,34.21,USD,-
Chevron Corp,Stock,7/6/2020,88.57,USD,-
CIGNA Corp,Stock,7/6/2020,189.33,USD,-
Cisco Systems Inc,Stock,7/6/2020,46.78,USD,-
Comcast Corp Class                  A,Stock,7/6/2020,40.56,USD,-
Cummins Inc,Stock,7/6/2020,178.16,USD,-
Discover Finl S,Stock,7/6/2020,50.61,USD,-
Eastman Chemical Co,Stock,7/6/2020,72.63,USD,-
Emerson Electric Co,Stock,7/6/2020,62.51,USD,-
Exxon Mobil Corp,Stock,7/6/2020,44.39,USD,-
Facebook Inc Class                  A,Stock,7/6/2020,240.28,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/6/2020,1164.2744,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/6/2020,1164.4711,USD,1
Home Depot Inc,Stock,7/6/2020,249.55,USD,-
Intel Corp,Stock,7/6/2020,59.54,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/6/2020,179.33,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/6/2020,85.7,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/6/2020,43.14,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/6/2020,98.42,USD,-
J P Morgan Chase & Co,Stock,7/6/2020,95.9,USD,-
Jabil Circuit Inc,Stock,7/6/2020,0.0,USD,-
Johnson & Johnson,Stock,7/6/2020,142.98,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/6/2020,0.0,USD,-
Kroger Co,Stock,7/6/2020,33.73,USD,-
L3harris Technologies In,Stock,7/6/2020,174.0,USD,-
Marathon Pete Corp,Stock,7/6/2020,36.36,USD,-
Masco Corp,Stock,7/6/2020,50.34,USD,-
Mastercard Inc Class                  A,Stock,7/6/2020,305.57,USD,-
Mckesson Corp Exchange Offer,Stock,7/6/2020,151.51,USD,-
Merck & Co. Inc.,Stock,7/6/2020,80.19,USD,-
Microsoft Corp,Stock,7/6/2020,210.7,USD,-
Nike Inc Class                  B,Stock,7/6/2020,99.95,USD,-
Norfolk Southern Co,Stock,7/6/2020,178.62,USD,-
Procter & Gamble,Stock,7/6/2020,121.63,USD,-
Prudential Finl,Stock,7/6/2020,61.31,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/6/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/6/2020,48.9,USD,-
Starbucks Corp,Stock,7/6/2020,75.44,USD,-
United Parcel SRVC Class                  B,Stock,7/6/2020,115.36,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/6/2020,1075.2133333333334,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/6/2020,1023.6578,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/6/2020,1072.2978,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/6/2020,39.97,USD,-
Verizon Communicatn,Stock,7/6/2020,55.24,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/6/2020,1117.5677777777778,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/6/2020,1114.868,USD,1
VMware Inc Class A,Stock,7/6/2020,0.0,USD,-
WalMart Inc,Stock,7/6/2020,118.89,USD,-
Walt Disney Co,Stock,7/6/2020,114.43,USD,-
Abbvie Inc,Stock,7/7/2020,99.35,USD,-
Adobe Inc,Stock,7/7/2020,449.36,USD,-
Agilent Technologies,Stock,7/7/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/7/2020,236.51,USD,-
Alphabet Inc. Class                  A,Stock,7/7/2020,1489.9199999999996,USD,-
Amgen Inc.,Stock,7/7/2020,253.15,USD,-
Apple Inc,Stock,7/7/2020,372.69,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/7/2020,1123.0533,USD,1
Bank Of America Corp,Stock,7/7/2020,23.01,USD,-
Becton Dickinson&co,Stock,7/7/2020,251.38,USD,-
BlackRock Inc,Stock,7/7/2020,549.23,USD,-
Borgwarner Inc Com,Stock,7/7/2020,0.0,USD,-
Boston Scientific Co,Stock,7/7/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/7/2020,0.0,USD,-
Broadcom Inc,Stock,7/7/2020,0.0,USD,-
Cash,Cash,7/7/2020,1.0,USD,-
Cerner Corp,Stock,7/7/2020,70.25,USD,-
Change Healthcare Inc,Stock,7/7/2020,10.59,USD,-
Charles Schwab Corp,Stock,7/7/2020,33.89,USD,-
Chevron Corp,Stock,7/7/2020,86.31,USD,-
CIGNA Corp,Stock,7/7/2020,182.05,USD,-
Cisco Systems Inc,Stock,7/7/2020,45.99,USD,-
Comcast Corp Class                  A,Stock,7/7/2020,40.3,USD,-
Cummins Inc,Stock,7/7/2020,175.57,USD,-
Discover Finl S,Stock,7/7/2020,48.15,USD,-
Eastman Chemical Co,Stock,7/7/2020,71.96,USD,-
Emerson Electric Co,Stock,7/7/2020,60.82,USD,-
Exxon Mobil Corp,Stock,7/7/2020,43.24,USD,-
Facebook Inc Class                  A,Stock,7/7/2020,240.86,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/7/2020,1164.3833,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/7/2020,1164.58,USD,1
Home Depot Inc,Stock,7/7/2020,247.35,USD,-
Intel Corp,Stock,7/7/2020,58.31,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/7/2020,175.79,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/7/2020,84.76,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/7/2020,42.42,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/7/2020,97.22,USD,-
J P Morgan Chase & Co,Stock,7/7/2020,93.22,USD,-
Jabil Circuit Inc,Stock,7/7/2020,0.0,USD,-
Johnson & Johnson,Stock,7/7/2020,142.85,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/7/2020,0.0,USD,-
Kroger Co,Stock,7/7/2020,33.68,USD,-
L3harris Technologies In,Stock,7/7/2020,167.68,USD,-
Marathon Pete Corp,Stock,7/7/2020,34.69,USD,-
Masco Corp,Stock,7/7/2020,50.02,USD,-
Mastercard Inc Class                  A,Stock,7/7/2020,299.91,USD,-
Mckesson Corp Exchange Offer,Stock,7/7/2020,145.8,USD,-
Merck & Co. Inc.,Stock,7/7/2020,78.72,USD,-
Microsoft Corp,Stock,7/7/2020,208.25,USD,-
Nike Inc Class                  B,Stock,7/7/2020,97.07,USD,-
Norfolk Southern Co,Stock,7/7/2020,174.12,USD,-
Procter & Gamble,Stock,7/7/2020,122.22,USD,-
Prudential Finl,Stock,7/7/2020,59.39,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/7/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/7/2020,47.86,USD,-
Starbucks Corp,Stock,7/7/2020,74.25,USD,-
United Parcel SRVC Class                  B,Stock,7/7/2020,114.45,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/7/2020,1075.2244666666668,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/7/2020,1023.6667,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/7/2020,1072.2966666666666,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/7/2020,39.42,USD,-
Verizon Communicatn,Stock,7/7/2020,55.04,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/7/2020,1117.5566666666666,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/7/2020,1114.876,USD,1
VMware Inc Class A,Stock,7/7/2020,0.0,USD,-
WalMart Inc,Stock,7/7/2020,126.95,USD,-
Walt Disney Co,Stock,7/7/2020,113.63,USD,-
Abbvie Inc,Stock,7/8/2020,99.28,USD,-
Adobe Inc,Stock,7/8/2020,457.68,USD,-
Agilent Technologies,Stock,7/8/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/8/2020,257.68,USD,-
Alphabet Inc. Class                  A,Stock,7/8/2020,1503.6,USD,-
Amgen Inc.,Stock,7/8/2020,251.59,USD,-
Apple Inc,Stock,7/8/2020,381.37,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/8/2020,1123.2044,USD,1
Bank Of America Corp,Stock,7/8/2020,23.1,USD,-
Becton Dickinson&co,Stock,7/8/2020,252.73,USD,-
BlackRock Inc,Stock,7/8/2020,557.61,USD,-
Borgwarner Inc Com,Stock,7/8/2020,0.0,USD,-
Boston Scientific Co,Stock,7/8/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/8/2020,0.0,USD,-
Broadcom Inc,Stock,7/8/2020,0.0,USD,-
Cash,Cash,7/8/2020,1.0,USD,-
Cerner Corp,Stock,7/8/2020,70.15,USD,-
Change Healthcare Inc,Stock,7/8/2020,0.0,USD,-
Charles Schwab Corp,Stock,7/8/2020,34.43,USD,-
Chevron Corp,Stock,7/8/2020,86.35,USD,-
CIGNA Corp,Stock,7/8/2020,180.08,USD,-
Cisco Systems Inc,Stock,7/8/2020,46.17,USD,-
Comcast Corp Class                  A,Stock,7/8/2020,40.016,USD,-
Cummins Inc,Stock,7/8/2020,174.04,USD,-
Discover Finl S,Stock,7/8/2020,48.68,USD,-
Eastman Chemical Co,Stock,7/8/2020,70.45,USD,-
Emerson Electric Co,Stock,7/8/2020,61.09,USD,-
Exxon Mobil Corp,Stock,7/8/2020,43.14,USD,-
Facebook Inc Class                  A,Stock,7/8/2020,243.58,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/8/2020,1164.4822,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/8/2020,1164.6789,USD,1
Home Depot Inc,Stock,7/8/2020,249.17,USD,-
Intel Corp,Stock,7/8/2020,58.61,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/8/2020,177.02,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/8/2020,85.56,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/8/2020,43.52,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/8/2020,97.76,USD,-
J P Morgan Chase & Co,Stock,7/8/2020,94.38,USD,-
Jabil Circuit Inc,Stock,7/8/2020,0.0,USD,-
Johnson & Johnson,Stock,7/8/2020,143.27,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/8/2020,0.0,USD,-
Kroger Co,Stock,7/8/2020,32.42,USD,-
L3harris Technologies In,Stock,7/8/2020,164.65,USD,-
Marathon Pete Corp,Stock,7/8/2020,34.15,USD,-
Masco Corp,Stock,7/8/2020,50.19,USD,-
Mastercard Inc Class                  A,Stock,7/8/2020,300.55,USD,-
Mckesson Corp Exchange Offer,Stock,7/8/2020,144.57000000000005,USD,-
Merck & Co. Inc.,Stock,7/8/2020,77.92,USD,-
Microsoft Corp,Stock,7/8/2020,212.83,USD,-
Nike Inc Class                  B,Stock,7/8/2020,98.84,USD,-
Norfolk Southern Co,Stock,7/8/2020,175.26,USD,-
Procter & Gamble,Stock,7/8/2020,122.89,USD,-
Prudential Finl,Stock,7/8/2020,60.77,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/8/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/8/2020,47.98,USD,-
Starbucks Corp,Stock,7/8/2020,74.14,USD,-
United Parcel SRVC Class                  B,Stock,7/8/2020,114.47,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/8/2020,1075.2255333333333,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/8/2020,1023.6756,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/8/2020,1072.3055333333332,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/8/2020,39.74,USD,-
Verizon Communicatn,Stock,7/8/2020,55.38,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/8/2020,1117.5855555555556,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/8/2020,1114.886,USD,1
VMware Inc Class A,Stock,7/8/2020,0.0,USD,-
WalMart Inc,Stock,7/8/2020,124.44,USD,-
Walt Disney Co,Stock,7/8/2020,116.66,USD,-
Abbvie Inc,Stock,7/9/2020,97.94,USD,-
Adobe Inc,Stock,7/9/2020,460.84,USD,-
Agilent Technologies,Stock,7/9/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/9/2020,261.58,USD,-
Alphabet Inc. Class                  A,Stock,7/9/2020,1518.66,USD,-
Amgen Inc.,Stock,7/9/2020,251.66,USD,-
Apple Inc,Stock,7/9/2020,382.73,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/9/2020,1123.6156,USD,1
Bank Of America Corp,Stock,7/9/2020,22.77,USD,-
Becton Dickinson&co,Stock,7/9/2020,258.61,USD,-
BlackRock Inc,Stock,7/9/2020,549.44,USD,-
Borgwarner Inc Com,Stock,7/9/2020,0.0,USD,-
Boston Scientific Co,Stock,7/9/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/9/2020,0.0,USD,-
Broadcom Inc,Stock,7/9/2020,0.0,USD,-
Cash,Cash,7/9/2020,1.0,USD,-
Cerner Corp,Stock,7/9/2020,69.81,USD,-
Change Healthcare Inc,Stock,7/9/2020,0.0,USD,-
Charles Schwab Corp,Stock,7/9/2020,33.88,USD,-
Chevron Corp,Stock,7/9/2020,82.74,USD,-
CIGNA Corp,Stock,7/9/2020,173.9,USD,-
Cisco Systems Inc,Stock,7/9/2020,47.06,USD,-
Comcast Corp Class                  A,Stock,7/9/2020,39.566,USD,-
Cummins Inc,Stock,7/9/2020,172.17,USD,-
Discover Finl S,Stock,7/9/2020,46.45,USD,-
Eastman Chemical Co,Stock,7/9/2020,68.97,USD,-
Emerson Electric Co,Stock,7/9/2020,59.47,USD,-
Exxon Mobil Corp,Stock,7/9/2020,41.36,USD,-
Facebook Inc Class                  A,Stock,7/9/2020,244.5,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/9/2020,1164.3911,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/9/2020,1164.5478,USD,1
Home Depot Inc,Stock,7/9/2020,247.96,USD,-
Intel Corp,Stock,7/9/2020,58.42,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/9/2020,174.43,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/9/2020,85.09,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/9/2020,43.52,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/9/2020,97.09,USD,-
J P Morgan Chase & Co,Stock,7/9/2020,92.36,USD,-
Jabil Circuit Inc,Stock,7/9/2020,0.0,USD,-
Johnson & Johnson,Stock,7/9/2020,142.49,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/9/2020,0.0,USD,-
Kroger Co,Stock,7/9/2020,32.76,USD,-
L3harris Technologies In,Stock,7/9/2020,159.8,USD,-
Marathon Pete Corp,Stock,7/9/2020,33.35,USD,-
Masco Corp,Stock,7/9/2020,49.825,USD,-
Mastercard Inc Class                  A,Stock,7/9/2020,294.99,USD,-
Mckesson Corp Exchange Offer,Stock,7/9/2020,140.89,USD,-
Merck & Co. Inc.,Stock,7/9/2020,76.69,USD,-
Microsoft Corp,Stock,7/9/2020,214.32,USD,-
Nike Inc Class                  B,Stock,7/9/2020,96.99,USD,-
Norfolk Southern Co,Stock,7/9/2020,170.91,USD,-
Procter & Gamble,Stock,7/9/2020,122.48,USD,-
Prudential Finl,Stock,7/9/2020,58.03,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/9/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/9/2020,46.51,USD,-
Starbucks Corp,Stock,7/9/2020,73.57,USD,-
United Parcel SRVC Class                  B,Stock,7/9/2020,114.45,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/9/2020,1075.0266666666666,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/9/2020,1023.4344,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/9/2020,1072.0444666666667,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/9/2020,39.28,USD,-
Verizon Communicatn,Stock,7/9/2020,54.555,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/9/2020,1117.3744444444444,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/9/2020,1114.644,USD,1
VMware Inc Class A,Stock,7/9/2020,0.0,USD,-
WalMart Inc,Stock,7/9/2020,127.75,USD,-
Walt Disney Co,Stock,7/9/2020,116.81,USD,-
Abbvie Inc,Stock,7/10/2020,96.83,USD,-
Adobe Inc,Stock,7/10/2020,466.2,USD,-
Agilent Technologies,Stock,7/10/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/10/2020,261.01,USD,-
Alphabet Inc. Class                  A,Stock,7/10/2020,1539.01,USD,-
Amgen Inc.,Stock,7/10/2020,249.04,USD,-
Apple Inc,Stock,7/10/2020,383.68,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/10/2020,1124.4667,USD,1
Bank Of America Corp,Stock,7/10/2020,24.02,USD,-
Becton Dickinson&co,Stock,7/10/2020,257.37,USD,-
BlackRock Inc,Stock,7/10/2020,554.0799999999998,USD,-
Borgwarner Inc Com,Stock,7/10/2020,0.0,USD,-
Boston Scientific Co,Stock,7/10/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/10/2020,0.0,USD,-
Broadcom Inc,Stock,7/10/2020,0.0,USD,-
Cash,Cash,7/10/2020,1.0,USD,-
Cerner Corp,Stock,7/10/2020,70.11,USD,-
Change Healthcare Inc,Stock,7/10/2020,0.0,USD,-
Charles Schwab Corp,Stock,7/10/2020,34.8,USD,-
Chevron Corp,Stock,7/10/2020,85.23,USD,-
CIGNA Corp,Stock,7/10/2020,175.54,USD,-
Cisco Systems Inc,Stock,7/10/2020,47.02,USD,-
Comcast Corp Class                  A,Stock,7/10/2020,40.786,USD,-
Cummins Inc,Stock,7/10/2020,173.8,USD,-
Discover Finl S,Stock,7/10/2020,48.38,USD,-
Eastman Chemical Co,Stock,7/10/2020,70.19,USD,-
Emerson Electric Co,Stock,7/10/2020,59.77,USD,-
Exxon Mobil Corp,Stock,7/10/2020,42.65,USD,-
Facebook Inc Class                  A,Stock,7/10/2020,245.07,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/10/2020,1165.23,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/10/2020,1165.3667,USD,1
Home Depot Inc,Stock,7/10/2020,250.11,USD,-
Intel Corp,Stock,7/10/2020,59.53,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/10/2020,176.8,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/10/2020,85.73,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/10/2020,43.24,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/10/2020,98.08,USD,-
J P Morgan Chase & Co,Stock,7/10/2020,97.35,USD,-
Jabil Circuit Inc,Stock,7/10/2020,0.0,USD,-
Johnson & Johnson,Stock,7/10/2020,142.37,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/10/2020,0.0,USD,-
Kroger Co,Stock,7/10/2020,33.44,USD,-
L3harris Technologies In,Stock,7/10/2020,162.51,USD,-
Marathon Pete Corp,Stock,7/10/2020,36.2,USD,-
Masco Corp,Stock,7/10/2020,49.935,USD,-
Mastercard Inc Class                  A,Stock,7/10/2020,296.08,USD,-
Mckesson Corp Exchange Offer,Stock,7/10/2020,143.02,USD,-
Merck & Co. Inc.,Stock,7/10/2020,76.73,USD,-
Microsoft Corp,Stock,7/10/2020,213.67,USD,-
Nike Inc Class                  B,Stock,7/10/2020,97.99,USD,-
Norfolk Southern Co,Stock,7/10/2020,170.85,USD,-
Procter & Gamble,Stock,7/10/2020,123.89,USD,-
Prudential Finl,Stock,7/10/2020,60.54,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/10/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/10/2020,47.81,USD,-
Starbucks Corp,Stock,7/10/2020,74.29,USD,-
United Parcel SRVC Class                  B,Stock,7/10/2020,115.07,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/10/2020,1075.5578,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/10/2020,1023.5333,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/10/2020,1072.3833333333334,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/10/2020,39.65,USD,-
Verizon Communicatn,Stock,7/10/2020,55.105,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/10/2020,1117.9033333333334,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/10/2020,1115.394,USD,1
VMware Inc Class A,Stock,7/10/2020,0.0,USD,-
WalMart Inc,Stock,7/10/2020,130.68,USD,-
Walt Disney Co,Stock,7/10/2020,119.34,USD,-
Abbvie Inc,Stock,7/11/2020,96.83,USD,-
Adobe Inc,Stock,7/11/2020,466.2,USD,-
Agilent Technologies,Stock,7/11/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/11/2020,261.01,USD,-
Alphabet Inc. Class                  A,Stock,7/11/2020,1539.01,USD,-
Amgen Inc.,Stock,7/11/2020,249.04,USD,-
Apple Inc,Stock,7/11/2020,383.68,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/11/2020,1124.5778,USD,1
Bank Of America Corp,Stock,7/11/2020,24.02,USD,-
Becton Dickinson&co,Stock,7/11/2020,257.37,USD,-
BlackRock Inc,Stock,7/11/2020,554.0799999999998,USD,-
Borgwarner Inc Com,Stock,7/11/2020,0.0,USD,-
Boston Scientific Co,Stock,7/11/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,7/11/2020,0.0,USD,-
Broadcom Inc,Stock,7/11/2020,0.0,USD,-
Cash,Cash,7/11/2020,1.0,USD,-
Cerner Corp,Stock,7/11/2020,70.11,USD,-
Change Healthcare Inc,Stock,7/11/2020,0.0,USD,-
Charles Schwab Corp,Stock,7/11/2020,34.8,USD,-
Chevron Corp,Stock,7/11/2020,85.23,USD,-
CIGNA Corp,Stock,7/11/2020,175.54,USD,-
Cisco Systems Inc,Stock,7/11/2020,47.02,USD,-
Comcast Corp Class                  A,Stock,7/11/2020,40.786,USD,-
Cummins Inc,Stock,7/11/2020,173.8,USD,-
Discover Finl S,Stock,7/11/2020,48.38,USD,-
Eastman Chemical Co,Stock,7/11/2020,70.19,USD,-
Emerson Electric Co,Stock,7/11/2020,59.77,USD,-
Exxon Mobil Corp,Stock,7/11/2020,42.65,USD,-
Facebook Inc Class                  A,Stock,7/11/2020,245.07,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,7/11/2020,1165.3689,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,7/11/2020,1165.5056,USD,1
Home Depot Inc,Stock,7/11/2020,250.11,USD,-
Intel Corp,Stock,7/11/2020,59.53,USD,-
iShares Core S&P Mid Cap ETF,ETF,7/11/2020,176.8,USD,-
iShares MSCI EAFE Growth ETF,ETF,7/11/2020,85.73,USD,-
iShares MSCI Emerging Markets ETF,ETF,7/11/2020,43.24,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,7/11/2020,98.08,USD,-
J P Morgan Chase & Co,Stock,7/11/2020,97.35,USD,-
Jabil Circuit Inc,Stock,7/11/2020,0.0,USD,-
Johnson & Johnson,Stock,7/11/2020,142.37,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,7/11/2020,0.0,USD,-
Kroger Co,Stock,7/11/2020,33.44,USD,-
L3harris Technologies In,Stock,7/11/2020,162.51,USD,-
Marathon Pete Corp,Stock,7/11/2020,36.2,USD,-
Masco Corp,Stock,7/11/2020,49.935,USD,-
Mastercard Inc Class                  A,Stock,7/11/2020,296.08,USD,-
Mckesson Corp Exchange Offer,Stock,7/11/2020,143.02,USD,-
Merck & Co. Inc.,Stock,7/11/2020,76.73,USD,-
Microsoft Corp,Stock,7/11/2020,213.67,USD,-
Nike Inc Class                  B,Stock,7/11/2020,97.99,USD,-
Norfolk Southern Co,Stock,7/11/2020,170.85,USD,-
Procter & Gamble,Stock,7/11/2020,123.89,USD,-
Prudential Finl,Stock,7/11/2020,60.54,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,7/11/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,7/11/2020,47.81,USD,-
Starbucks Corp,Stock,7/11/2020,74.29,USD,-
United Parcel SRVC Class                  B,Stock,7/11/2020,115.07,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,7/11/2020,1075.6688666666666,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,7/11/2020,1023.6722,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,7/11/2020,1072.5222,USD,1
Vanguard FTSE Developed Markets ETF,ETF,7/11/2020,39.65,USD,-
Verizon Communicatn,Stock,7/11/2020,55.105,USD,-
Virginia State Res  5%22 **Partial**,Bond,7/11/2020,1118.0422222222223,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,7/11/2020,1115.532,USD,1
VMware Inc Class A,Stock,7/11/2020,0.0,USD,-
WalMart Inc,Stock,7/11/2020,130.68,USD,-
Walt Disney Co,Stock,7/11/2020,119.34,USD,-
Abbvie Inc,Stock,7/12/2020,96.83,USD,-
Adobe Inc,Stock,7/12/2020,466.2,USD,-
Agilent Technologies,Stock,7/12/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,7/12/2020,261.01,USD,-
Alphabet Inc. Class                  A,Stock,7/12/2020,1539.01,USD,-
Amgen Inc.,Stock,7/12/2020,249.04,USD,-
Apple Inc,Stock,7/12/2020,383.68,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,7/12/2020,1124.6889,USD,1
